qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_210	35262	33163	33266	-	CP052044.1	4259108	3078211	3078314	87	103	0
scaffold_1454	575	493	537	-	CP052044.1	4259108	3078270	3078314	44	44	0
scaffold_143	70430	12150	12288	+	CP052044.1	4259108	3078515	3078653	75	138	0
scaffold_88	125722	8884	9007	-	CP052044.1	4259108	3078530	3078653	87	123	0
scaffold_77	149510	104806	104929	+	CP052044.1	4259108	3078530	3078653	87	123	0
scaffold_149	65637	64401	65194	-	CP052044.1	4259108	3079092	3079885	57	793	0
scaffold_863	1570	534	1094	+	CP052044.1	4259108	3079307	3079867	72	560	0
scaffold_429	11191	185	300	-	CP052044.1	4259108	3079445	3079560	40	115	0
scaffold_60	240913	106246	107090	-	CP052044.1	4259108	3079627	3080471	80	844	0
scaffold_1496	558	35	428	-	CP052044.1	4259108	3080062	3080455	72	393	0
scaffold_169	51120	2527	4115	+	CP052044.1	4259108	3081294	3082880	949	1588	0
scaffold_88	125722	76025	76539	+	CP052044.1	4259108	3081294	3081807	334	514	0
scaffold_1650	515	59	169	-	CP052044.1	4259108	3082703	3082813	40	110	0
scaffold_1097	829	65	330	+	CP052044.1	4259108	3088258	3088523	68	265	0
scaffold_154	60446	58932	59224	-	CP052044.1	4259108	3088269	3088561	57	292	0
scaffold_292	21110	6	1479	-	CP052044.1	4259108	3088731	3090204	1127	1473	0
scaffold_1598	525	17	435	-	CP052044.1	4259108	3089253	3089671	371	418	0
scaffold_1008	950	18	934	+	CP052044.1	4259108	3090101	3091017	610	916	0
scaffold_1558	534	52	407	-	CP052044.1	4259108	3090446	3090801	134	355	0
scaffold_258	25314	32	1046	+	CP052044.1	4259108	3090938	3091952	727	1014	0
scaffold_75	154281	72348	73375	+	CP052044.1	4259108	3092662	3093689	603	1027	0
scaffold_13	1103368	393763	394329	-	CP052044.1	4259108	3093184	3093750	96	566	0
scaffold_863	1570	679	1411	+	CP052044.1	4259108	3093291	3094027	87	736	0
scaffold_112	88048	138	648	-	CP052044.1	4259108	3102935	3103442	278	510	0
scaffold_144	69844	30681	31263	+	CP052044.1	4259108	3103082	3103667	315	585	0
scaffold_75	154281	118667	119037	+	CP052044.1	4259108	3103278	3103667	127	389	0
scaffold_66	184824	184487	184697	-	CP052044.1	4259108	3103456	3103667	97	212	0
scaffold_1387	609	280	417	+	CP052044.1	4259108	3111859	3111995	59	137	0
scaffold_128	78074	8524	8645	-	CP052044.1	4259108	3111873	3111995	63	122	0
scaffold_1454	575	493	537	+	CP052044.1	4259108	3111873	3111917	44	44	0
scaffold_93	118238	93114	93228	-	CP052044.1	4259108	3111873	3111988	57	115	0
scaffold_371	14652	10955	11051	-	CP052044.1	4259108	3111898	3111995	45	97	0
scaffold_227	31762	10881	11262	-	CP052044.1	4259108	3114067	3114467	50	400	0
scaffold_212	35064	7180	7320	-	CP052044.1	4259108	3115055	3115195	102	140	0
scaffold_181	44073	33022	33381	-	CP052044.1	4259108	3115055	3115410	211	359	0
scaffold_70	181850	180590	180945	+	CP052044.1	4259108	3115057	3115410	176	355	0
scaffold_96	109087	690	1047	-	CP052044.1	4259108	3115057	3115410	207	357	0
scaffold_143	70430	36745	37020	+	CP052044.1	4259108	3115068	3115343	165	275	0
scaffold_457	9754	9410	9753	-	CP052044.1	4259108	3115068	3115410	188	343	0
scaffold_457	9754	1758	2015	+	CP052044.1	4259108	3115086	3115343	170	257	0
scaffold_145	69505	49148	49288	+	CP052044.1	4259108	3115203	3115343	57	140	0
scaffold_13	1103368	10031	10175	-	CP052044.1	4259108	3115651	3115795	105	144	0
scaffold_175	46490	3819	3965	+	CP052044.1	4259108	3115651	3115795	94	146	0
scaffold_169	51120	16857	16983	-	CP052044.1	4259108	3115669	3115795	87	126	0
scaffold_107	93315	59551	59682	-	CP052044.1	4259108	3115669	3115800	77	131	0
scaffold_210	35262	33163	33266	-	CP052044.1	4259108	3115669	3115772	64	103	0
scaffold_101	101313	79114	79202	-	CP052044.1	4259108	3115669	3115757	49	88	0
scaffold_1454	575	470	527	-	CP052044.1	4259108	3115738	3115795	57	57	0
scaffold_1117	806	102	144	-	CP052044.1	4259108	3115753	3115795	42	42	0
scaffold_68	182924	11345	13104	-	CP052044.1	4259108	3115988	3117747	414	1759	0
scaffold_83	140534	105618	106847	-	CP052044.1	4259108	3118241	3119484	260	1243	0
scaffold_465	9291	9166	9273	+	CP052044.1	4259108	3125715	3125822	107	107	0
scaffold_1226	701	299	363	+	CP052044.1	4259108	3131442	3131506	45	64	0
scaffold_110	91422	72387	72567	-	CP052044.1	4259108	3138880	3139060	133	180	0
scaffold_112	88048	81728	83154	-	CP052044.1	4259108	3142684	3143925	430	1429	0
scaffold_144	69844	30001	31263	-	CP052044.1	4259108	3142706	3143925	331	1262	0
scaffold_66	184824	184487	184697	+	CP052044.1	4259108	3142706	3142916	108	211	0
scaffold_112	88048	152	1089	+	CP052044.1	4259108	3142944	3143827	267	937	0
scaffold_156	59460	43513	43554	+	CP052044.1	4259108	3151919	3151960	41	41	0
scaffold_218	33655	24200	24317	+	CP052044.1	4259108	3165464	3165581	72	117	0
scaffold_88	125722	8902	9007	+	CP052044.1	4259108	3165476	3165581	62	105	0
scaffold_83	140534	86750	86870	-	CP052044.1	4259108	3165476	3165596	104	120	0
scaffold_143	70430	12150	12206	-	CP052044.1	4259108	3165540	3165596	56	56	0
scaffold_16	897138	4699	5433	+	CP052044.1	4259108	3168530	3169282	57	753	0
scaffold_128	78074	50860	51741	-	CP052044.1	4259108	3171633	3172514	142	881	0
scaffold_1	2692756	107258	108613	-	CP052044.1	4259108	3171670	3173025	163	1355	0
scaffold_107	93315	26066	26428	-	CP052044.1	4259108	3172177	3172534	77	362	0
scaffold_83	140534	113533	114111	-	CP052044.1	4259108	3172177	3172755	104	578	0
scaffold_42	372282	368284	368857	-	CP052044.1	4259108	3172389	3172962	44	573	0
scaffold_13	1103368	393976	394488	+	CP052044.1	4259108	3172502	3173014	79	512	0
scaffold_429	11191	279	570	+	CP052044.1	4259108	3172734	3173025	70	291	0
scaffold_96	109087	74401	74729	+	CP052044.1	4259108	3174449	3174783	70	334	0
scaffold_1041	905	598	764	+	CP052044.1	4259108	3177996	3178161	89	166	0
scaffold_312	19256	6060	6226	+	CP052044.1	4259108	3177996	3178161	95	166	0
scaffold_296	20863	20368	20589	+	CP052044.1	4259108	3178142	3178356	42	221	0
scaffold_175	46490	9718	9947	+	CP052044.1	4259108	3178142	3178354	92	229	0
scaffold_283	22139	21842	22073	-	CP052044.1	4259108	3178142	3178356	61	231	0
scaffold_227	31762	10864	11262	-	CP052044.1	4259108	3262894	3263327	67	433	0
scaffold_93	118238	93108	93228	+	CP052044.1	4259108	3270697	3270817	57	120	0
scaffold_13	1103368	10054	10157	-	CP052044.1	4259108	3270714	3270817	74	103	0
scaffold_210	35262	33147	33266	-	CP052044.1	4259108	3270714	3270833	90	119	0
scaffold_99	104861	93183	93302	-	CP052044.1	4259108	3270714	3270833	79	119	0
scaffold_63	225848	112756	112875	+	CP052044.1	4259108	3270714	3270833	90	119	0
scaffold_63	225848	34668	34722	+	CP052044.1	4259108	3270714	3270768	49	54	0
scaffold_107	93315	59579	59682	-	CP052044.1	4259108	3270714	3270817	68	103	0
scaffold_101	101313	79114	79202	-	CP052044.1	4259108	3270714	3270802	59	88	0
scaffold_150	63801	53531	53634	+	CP052044.1	4259108	3270714	3270817	57	103	0
scaffold_128	78074	8601	8661	+	CP052044.1	4259108	3270773	3270833	60	60	0
scaffold_1454	575	493	537	-	CP052044.1	4259108	3270773	3270817	44	44	0
scaffold_173	47066	1819	4358	-	CP052044.1	4259108	3299977	3302537	1520	2560	0
scaffold_70	181850	128749	130573	+	CP052044.1	4259108	3300936	3302760	641	1825	0
scaffold_148	65701	165	364	+	CP052044.1	4259108	3302604	3302823	122	219	0
scaffold_91	120630	107735	109331	+	CP052044.1	4259108	3306637	3308233	452	1596	0
scaffold_151	63507	41723	43532	-	CP052044.1	4259108	3306645	3308456	1091	1811	0
scaffold_950	1157	35	949	-	CP052044.1	4259108	3306808	3307722	298	914	0
scaffold_106	94230	93952	94185	-	CP052044.1	4259108	3308000	3308233	80	233	0
scaffold_39	398046	154591	154909	+	CP052044.1	4259108	3328037	3328355	150	318	0
scaffold_10	1239786	1149277	1149596	+	CP052044.1	4259108	3328037	3328355	127	319	0
scaffold_1656	513	304	487	-	CP052044.1	4259108	3328037	3328211	43	183	0
scaffold_877	1508	712	854	-	CP052044.1	4259108	3328187	3328329	43	142	0
scaffold_83	140534	87656	87815	-	CP052044.1	4259108	3328187	3328346	102	159	0
scaffold_78	148918	148823	148908	-	CP052044.1	4259108	3328291	3328376	59	85	0
scaffold_1585	528	10	95	+	CP052044.1	4259108	3328291	3328376	59	85	0
scaffold_85	135051	111245	111365	-	CP052044.1	4259108	3329410	3329530	96	120	0
scaffold_287	21903	4069	4163	-	CP052044.1	4259108	3329410	3329504	66	94	0
scaffold_154	60446	37671	37780	-	CP052044.1	4259108	3329417	3329526	85	109	0
scaffold_35	440808	281515	281625	+	CP052044.1	4259108	3331409	3331521	40	112	0
scaffold_1	2692756	284762	286459	+	CP052044.1	4259108	3333167	3334864	1045	1697	0
scaffold_387	13657	7618	9336	+	CP052044.1	4259108	3333167	3334885	472	1718	0
scaffold_40	392173	215883	217601	-	CP052044.1	4259108	3333167	3334885	1541	1718	0
scaffold_50	298037	202354	203972	-	CP052044.1	4259108	3333167	3334785	312	1618	0
scaffold_110	91422	31474	33092	-	CP052044.1	4259108	3333167	3334785	316	1618	0
scaffold_33	455355	428175	429893	+	CP052044.1	4259108	3333167	3334885	1128	1718	0
scaffold_50	298037	94465	96101	-	CP052044.1	4259108	3333167	3334801	533	1636	0
scaffold_30	507731	18202	19857	-	CP052044.1	4259108	3333167	3334822	1167	1655	0
scaffold_104	98169	84711	86429	+	CP052044.1	4259108	3333167	3334885	1271	1718	0
scaffold_6	1692318	1510456	1512174	+	CP052044.1	4259108	3333167	3334885	1389	1718	0
scaffold_115	86240	37085	38624	-	CP052044.1	4259108	3333190	3334729	387	1539	0
scaffold_8	1419871	1146231	1147926	+	CP052044.1	4259108	3333190	3334885	520	1695	0
scaffold_40	392173	63796	65458	+	CP052044.1	4259108	3333191	3334854	387	1663	0
scaffold_82	143064	75145	76776	-	CP052044.1	4259108	3333191	3334822	211	1631	0
scaffold_50	298037	25059	26732	-	CP052044.1	4259108	3333191	3334864	324	1673	0
scaffold_151	63507	14729	16157	-	CP052044.1	4259108	3333191	3334619	171	1428	0
scaffold_32	471417	20523	21945	+	CP052044.1	4259108	3333191	3334613	135	1422	0
scaffold_731	2806	658	2250	-	CP052044.1	4259108	3333225	3334817	750	1592	0
scaffold_16	897138	17786	17870	-	CP052044.1	4259108	3333244	3333328	66	84	0
scaffold_769	2378	158	1762	-	CP052044.1	4259108	3333281	3334885	416	1604	0
scaffold_51	297976	283420	284713	+	CP052044.1	4259108	3333375	3334668	253	1293	0
scaffold_40	392173	201345	202690	+	CP052044.1	4259108	3333440	3334785	334	1345	0
scaffold_88	125722	6327	7059	-	CP052044.1	4259108	3333613	3334345	184	732	0
scaffold_1002	969	26	943	-	CP052044.1	4259108	3333651	3334568	701	917	0
scaffold_1194	730	3	725	+	CP052044.1	4259108	3334132	3334854	529	722	0
scaffold_227	31762	10864	11262	+	CP052044.1	4259108	3334897	3335330	67	433	0
scaffold_312	19256	13310	13353	+	CP052044.1	4259108	3340878	3340921	43	43	0
scaffold_61	235649	105784	105905	+	CP052044.1	4259108	3344164	3344285	81	121	0
scaffold_371	14652	13759	13875	+	CP052044.1	4259108	3344164	3344280	76	116	0
scaffold_243	28230	22456	22565	-	CP052044.1	4259108	3344164	3344273	85	109	0
scaffold_243	28230	26122	26238	+	CP052044.1	4259108	3344164	3344280	76	116	0
scaffold_90	123581	107332	107453	-	CP052044.1	4259108	3344164	3344285	97	121	0
scaffold_336	17138	8922	9038	+	CP052044.1	4259108	3344164	3344280	92	116	0
scaffold_336	17138	14060	14181	-	CP052044.1	4259108	3344164	3344285	97	121	0
scaffold_68	182924	176124	176240	-	CP052044.1	4259108	3344164	3344280	92	116	0
scaffold_96	109087	18195	18311	+	CP052044.1	4259108	3344164	3344280	92	116	0
scaffold_1	2692756	257734	257824	-	CP052044.1	4259108	3344190	3344280	76	90	0
scaffold_427	11379	3320	3398	+	CP052044.1	4259108	3344207	3344285	78	78	0
scaffold_347	15918	9998	10064	+	CP052044.1	4259108	3344207	3344273	66	66	0
scaffold_287	21903	4090	4163	+	CP052044.1	4259108	3344207	3344280	45	73	0
scaffold_1	2692756	288083	289143	-	CP052044.1	4259108	3349485	3350498	157	1114	0
scaffold_44	359581	209223	209765	+	CP052044.1	4259108	3349625	3350222	125	597	0
scaffold_44	359581	200568	201286	+	CP052044.1	4259108	3349836	3350494	90	718	0
scaffold_104	98169	44700	45343	+	CP052044.1	4259108	3349850	3350457	95	643	0
scaffold_1402	605	73	134	-	CP052044.1	4259108	3350616	3350677	61	61	0
scaffold_35	440808	254837	255582	-	CP052044.1	4259108	3352750	3353497	121	747	0
scaffold_20	777291	7712	8304	+	CP052044.1	4259108	3352760	3353355	106	595	0
scaffold_44	359581	185360	186123	-	CP052044.1	4259108	3352776	3353541	164	765	0
scaffold_9	1406917	474710	475421	-	CP052044.1	4259108	3352829	3353541	76	712	0
scaffold_336	17138	13539	13663	-	CP052044.1	4259108	3354083	3354207	73	124	0
scaffold_218	33655	21991	22177	+	CP052044.1	4259108	3354542	3354739	151	197	0
scaffold_218	33655	23713	23809	+	CP052044.1	4259108	3354817	3354913	86	96	0
scaffold_68	182924	182797	182924	+	CP052044.1	4259108	3360370	3360480	97	127	0
scaffold_104	98169	84579	86429	-	CP052044.1	4259108	3360378	3362211	1343	1850	0
scaffold_431	11085	10965	11084	+	CP052044.1	4259108	3360378	3360480	76	119	0
scaffold_427	11379	0	119	-	CP052044.1	4259108	3360378	3360480	89	119	0
scaffold_769	2378	158	1762	+	CP052044.1	4259108	3360378	3361965	416	1604	0
scaffold_40	392173	215883	217733	+	CP052044.1	4259108	3360378	3362211	1637	1850	0
scaffold_33	455355	428043	429893	-	CP052044.1	4259108	3360378	3362211	1185	1850	0
scaffold_387	13657	7518	9336	-	CP052044.1	4259108	3360378	3362179	524	1818	0
scaffold_8	1419871	1146108	1147926	-	CP052044.1	4259108	3360378	3362179	583	1818	0
scaffold_6	1692318	1510324	1512174	-	CP052044.1	4259108	3360378	3362211	1461	1850	0
scaffold_40	392173	63672	65458	-	CP052044.1	4259108	3360392	3362179	406	1787	0
scaffold_1	2692756	284630	286449	-	CP052044.1	4259108	3360392	3362211	1134	1819	0
scaffold_1194	730	3	725	-	CP052044.1	4259108	3360392	3361114	529	722	0
scaffold_30	507731	18202	19989	+	CP052044.1	4259108	3360424	3362211	1256	1787	0
scaffold_82	143064	75145	76838	+	CP052044.1	4259108	3360424	3362117	230	1693	0
scaffold_731	2806	658	2250	+	CP052044.1	4259108	3360429	3362021	750	1592	0
scaffold_50	298037	25106	26827	+	CP052044.1	4259108	3360429	3362150	324	1721	0
scaffold_50	298037	94465	96201	+	CP052044.1	4259108	3360445	3362179	600	1736	0
scaffold_50	298037	202354	203972	+	CP052044.1	4259108	3360461	3362079	312	1618	0
scaffold_40	392173	201345	202690	-	CP052044.1	4259108	3360461	3361806	334	1345	0
scaffold_110	91422	31474	33092	+	CP052044.1	4259108	3360461	3362079	316	1618	0
scaffold_30	507731	499063	500797	-	CP052044.1	4259108	3360477	3362211	186	1734	0
scaffold_115	86240	37085	38779	+	CP052044.1	4259108	3360517	3362211	475	1694	0
scaffold_51	297976	283420	284713	-	CP052044.1	4259108	3360578	3361871	253	1293	0
scaffold_151	63507	14729	16157	+	CP052044.1	4259108	3360627	3362055	171	1428	0
scaffold_32	471417	20523	21945	-	CP052044.1	4259108	3360633	3362055	135	1422	0
scaffold_1002	969	26	943	+	CP052044.1	4259108	3360678	3361595	701	917	0
scaffold_88	125722	6327	7059	+	CP052044.1	4259108	3360901	3361633	184	732	0
scaffold_16	897138	17786	17870	+	CP052044.1	4259108	3361918	3362002	66	84	0
scaffold_82	143064	78970	79088	-	CP052044.1	4259108	3362836	3362957	91	121	0
scaffold_2	2503568	2503500	2503564	-	CP052044.1	4259108	3362893	3362957	61	64	0
scaffold_149	65637	4	68	+	CP052044.1	4259108	3362893	3362957	61	64	0
scaffold_175	46490	31430	31591	-	CP052044.1	4259108	3363658	3363820	98	162	0
scaffold_133	76283	51019	51185	+	CP052044.1	4259108	3363668	3363835	123	167	0
scaffold_14	908909	130540	130672	+	CP052044.1	4259108	3363687	3363820	111	133	0
scaffold_336	17138	9129	9261	-	CP052044.1	4259108	3363687	3363820	111	133	0
scaffold_287	21903	21805	21895	+	CP052044.1	4259108	3363687	3363777	90	90	0
scaffold_283	22139	22041	22131	+	CP052044.1	4259108	3363687	3363777	90	90	0
scaffold_210	35262	10296	10429	-	CP052044.1	4259108	3363687	3363820	91	133	0
scaffold_175	46490	9618	9750	-	CP052044.1	4259108	3363687	3363820	111	133	0
scaffold_129	76929	20757	20904	+	CP052044.1	4259108	3363687	3363835	126	148	0
scaffold_85	135051	111766	111845	-	CP052044.1	4259108	3363700	3363779	79	79	0
scaffold_59	256653	145350	145469	+	CP052044.1	4259108	3363700	3363820	98	120	0
scaffold_169	51120	23893	24018	-	CP052044.1	4259108	3363709	3363835	104	126	0
scaffold_154	60446	36783	36841	-	CP052044.1	4259108	3363709	3363767	41	58	0
scaffold_982	1040	31	121	-	CP052044.1	4259108	3363729	3363820	69	91	0
scaffold_1255	684	571	676	-	CP052044.1	4259108	3363729	3363835	84	106	0
scaffold_323	18080	18003	18064	-	CP052044.1	4259108	3363758	3363820	40	62	0
scaffold_96	109087	18195	18311	+	CP052044.1	4259108	3364717	3364833	104	116	0
scaffold_154	60446	37671	37780	+	CP052044.1	4259108	3364717	3364826	73	109	0
scaffold_243	28230	26122	26238	+	CP052044.1	4259108	3364717	3364833	93	116	0
scaffold_90	123581	107332	107453	-	CP052044.1	4259108	3364717	3364838	109	121	0
scaffold_243	28230	22456	22565	-	CP052044.1	4259108	3364717	3364826	97	109	0
scaffold_336	17138	14060	14181	-	CP052044.1	4259108	3364717	3364838	109	121	0
scaffold_85	135051	111249	111370	+	CP052044.1	4259108	3364717	3364838	85	121	0
scaffold_371	14652	13759	13875	+	CP052044.1	4259108	3364717	3364833	90	116	0
scaffold_336	17138	8922	9038	+	CP052044.1	4259108	3364717	3364833	104	116	0
scaffold_61	235649	105784	105905	+	CP052044.1	4259108	3364717	3364838	91	121	0
scaffold_68	182924	176124	176240	-	CP052044.1	4259108	3364717	3364833	104	116	0
scaffold_10	1239786	1068475	1068581	+	CP052044.1	4259108	3364727	3364833	64	106	0
scaffold_287	21903	4069	4163	+	CP052044.1	4259108	3364739	3364833	66	94	0
scaffold_347	15918	9977	10064	+	CP052044.1	4259108	3364739	3364826	75	87	0
scaffold_427	11379	3299	3398	+	CP052044.1	4259108	3364739	3364838	87	99	0
scaffold_133	76283	9431	9807	+	CP052044.1	4259108	3371913	3372290	43	377	0
scaffold_10	1239786	1219240	1219625	+	CP052044.1	4259108	3371935	3372320	132	385	0
scaffold_40	392173	208501	209694	+	CP052044.1	4259108	3372001	3373194	104	1193	0
scaffold_429	11191	281	570	-	CP052044.1	4259108	3372001	3372290	57	289	0
scaffold_297	20811	18468	19276	-	CP052044.1	4259108	3372114	3372922	127	808	0
scaffold_110	91422	64867	65695	-	CP052044.1	4259108	3372288	3373116	195	828	0
scaffold_365	15120	13923	14810	+	CP052044.1	4259108	3372410	3373297	162	887	0
scaffold_60	240913	106246	106851	-	CP052044.1	4259108	3372692	3373297	94	605	0
scaffold_1496	558	200	383	-	CP052044.1	4259108	3372933	3373116	57	183	0
scaffold_173	47066	1819	4358	-	CP052044.1	4259108	3376402	3378962	1520	2560	0
scaffold_70	181850	128749	130573	+	CP052044.1	4259108	3377361	3379185	641	1825	0
scaffold_148	65701	165	364	+	CP052044.1	4259108	3379029	3379248	122	219	0
scaffold_96	109087	51017	53971	+	CP052044.1	4259108	3390583	3393537	2411	2954	0
scaffold_262	24986	20514	21165	-	CP052044.1	4259108	3398520	3399171	231	651	0
scaffold_99	104861	3757	4093	-	CP052044.1	4259108	3398520	3398857	221	337	0
scaffold_68	182924	16890	17037	+	CP052044.1	4259108	3398531	3398678	96	147	0
scaffold_1374	618	49	608	-	CP052044.1	4259108	3398531	3399091	340	560	0
scaffold_62	231438	79000	79248	-	CP052044.1	4259108	3398531	3398780	54	249	0
scaffold_150	63801	58180	58478	+	CP052044.1	4259108	3398541	3398839	79	298	0
scaffold_172	48882	42512	42570	-	CP052044.1	4259108	3398548	3398606	58	58	0
scaffold_151	63507	43579	44150	+	CP052044.1	4259108	3398604	3399162	201	571	0
scaffold_68	182924	84341	87151	+	CP052044.1	4259108	3399555	3402364	2292	2810	0
scaffold_262	24986	20514	21165	+	CP052044.1	4259108	3406616	3407267	231	651	0
scaffold_1374	618	49	608	+	CP052044.1	4259108	3406696	3407256	340	560	0
scaffold_99	104861	3757	4093	+	CP052044.1	4259108	3406930	3407267	221	337	0
scaffold_150	63801	58180	58478	-	CP052044.1	4259108	3406948	3407246	79	298	0
scaffold_68	182924	16890	17037	-	CP052044.1	4259108	3407109	3407256	96	147	0
scaffold_172	48882	42512	42570	+	CP052044.1	4259108	3407181	3407239	58	58	0
scaffold_357	15566	71	119	-	CP052044.1	4259108	3434634	3434682	48	48	0
scaffold_219	33473	33356	33401	+	CP052044.1	4259108	3434637	3434682	45	45	0
scaffold_148	65701	21841	22387	-	CP052044.1	4259108	3434883	3435432	50	549	0
scaffold_272	24052	13977	14205	+	CP052044.1	4259108	3435208	3435432	120	228	0
scaffold_112	88048	33368	33468	-	CP052044.1	4259108	3435208	3435308	41	100	0
scaffold_194	39750	31911	32012	+	CP052044.1	4259108	3435537	3435640	57	103	0
scaffold_148	65701	38325	38434	+	CP052044.1	4259108	3435553	3435661	44	109	0
scaffold_1411	599	487	588	-	CP052044.1	4259108	3435559	3435661	57	102	0
scaffold_63	225848	34668	34711	-	CP052044.1	4259108	3457533	3457576	43	43	0
scaffold_85	135051	3095	3304	-	CP052044.1	4259108	3462631	3462840	131	209	0
scaffold_8	1419871	1292444	1295013	+	CP052044.1	4259108	3464676	3467101	523	2606	0
scaffold_304	20323	6952	7025	+	CP052044.1	4259108	3468066	3468141	65	75	0
scaffold_133	76283	26137	26228	+	CP052044.1	4259108	3468066	3468157	43	91	0
scaffold_115	86240	16721	17542	-	CP052044.1	4259108	3468270	3469095	397	825	0
scaffold_1128	788	582	728	-	CP052044.1	4259108	3469137	3469283	92	146	0
scaffold_51	297976	268810	269644	-	CP052044.1	4259108	3470967	3471801	575	834	0
scaffold_151	63507	41776	43508	+	CP052044.1	4259108	3474916	3476649	1035	1733	0
scaffold_106	94230	93952	94185	+	CP052044.1	4259108	3475085	3475318	61	233	0
scaffold_91	120630	107735	109331	-	CP052044.1	4259108	3475085	3476681	412	1596	0
scaffold_950	1157	35	949	+	CP052044.1	4259108	3475596	3476510	275	914	0
scaffold_149	65637	64113	65194	-	CP052044.1	4259108	3477349	3478430	57	1081	0
scaffold_107	93315	27167	27551	-	CP052044.1	4259108	3486191	3486578	118	387	0
scaffold_39	398046	154571	154909	+	CP052044.1	4259108	3486213	3486555	96	342	0
scaffold_10	1239786	1149257	1149596	+	CP052044.1	4259108	3486213	3486555	96	342	0
scaffold_1656	513	304	487	-	CP052044.1	4259108	3486233	3486409	62	183	0
scaffold_154	60446	21547	21728	-	CP052044.1	4259108	3486233	3486415	44	182	0
scaffold_312	19256	12745	12829	+	CP052044.1	4259108	3486281	3486367	41	86	0
scaffold_173	47066	14725	14767	+	CP052044.1	4259108	3486536	3486578	42	42	0
scaffold_227	31762	10934	11262	-	CP052044.1	4259108	3487305	3487646	57	345	0
scaffold_22	716055	39046	39178	-	CP052044.1	4259108	3487496	3487622	60	132	0
scaffold_1537	542	7	86	-	CP052044.1	4259108	3487567	3487646	65	79	0
scaffold_110	91422	17507	17618	-	CP052044.1	4259108	3487627	3487738	83	111	0
scaffold_296	20863	19838	20156	+	CP052044.1	4259108	3491786	3492113	130	328	0
scaffold_11	1212133	1060671	1060927	-	CP052044.1	4259108	3491828	3492093	110	267	0
scaffold_13	1103368	393124	394329	+	CP052044.1	4259108	3492531	3493736	78	1205	0
scaffold_96	109087	15884	16438	-	CP052044.1	4259108	3493180	3493734	66	554	0
scaffold_210	35262	33163	33285	-	CP052044.1	4259108	3498758	3498880	53	122	0
scaffold_1387	609	266	410	-	CP052044.1	4259108	3498766	3498908	66	144	0
scaffold_61	235649	222714	222797	+	CP052044.1	4259108	3498818	3498900	58	83	0
scaffold_148	65701	21001	22387	-	CP052044.1	4259108	3499279	3500668	76	1391	0
scaffold_154	60446	58444	58995	-	CP052044.1	4259108	3501572	3502123	57	551	0
scaffold_106	94230	69264	71255	-	CP052044.1	4259108	3503010	3505001	314	1997	0
scaffold_61	235649	105784	105893	+	CP052044.1	4259108	3507843	3507952	76	109	0
scaffold_243	28230	26122	26231	+	CP052044.1	4259108	3507843	3507952	83	109	0
scaffold_243	28230	22456	22565	-	CP052044.1	4259108	3507843	3507952	83	109	0
scaffold_90	123581	107344	107453	-	CP052044.1	4259108	3507843	3507952	83	109	0
scaffold_336	17138	14072	14181	-	CP052044.1	4259108	3507843	3507952	83	109	0
scaffold_154	60446	37671	37780	+	CP052044.1	4259108	3507843	3507952	54	109	0
scaffold_371	14652	13759	13868	+	CP052044.1	4259108	3507843	3507952	80	109	0
scaffold_427	11379	3299	3386	+	CP052044.1	4259108	3507865	3507952	61	87	0
scaffold_347	15918	9977	10064	+	CP052044.1	4259108	3507865	3507952	61	87	0
scaffold_287	21903	4069	4156	+	CP052044.1	4259108	3507865	3507952	45	87	0
scaffold_296	20863	19842	20047	+	CP052044.1	4259108	3508059	3508264	86	205	0
scaffold_218	33655	8782	10014	-	CP052044.1	4259108	3508397	3509629	841	1232	0
scaffold_45	358384	18457	19387	-	CP052044.1	4259108	3508688	3509618	105	930	0
scaffold_1281	667	14	117	+	CP052044.1	4259108	3510018	3510121	91	103	0
scaffold_218	33655	21991	22177	+	CP052044.1	4259108	3510252	3510449	131	197	0
scaffold_11	1212133	21741	21951	-	CP052044.1	4259108	3510398	3510606	181	210	0
scaffold_218	33655	23713	23792	+	CP052044.1	4259108	3510527	3510606	69	79	0
scaffold_48	348853	333543	341163	-	CP052044.1	4259108	3510616	3518424	375	7808	0
scaffold_102	100464	74917	75084	-	CP052044.1	4259108	3510616	3510783	153	167	0
scaffold_70	181850	173079	180728	+	CP052044.1	4259108	3510616	3518395	401	7779	0
scaffold_21	738175	55591	55757	-	CP052044.1	4259108	3510616	3510781	138	166	0
scaffold_343	16140	2921	3061	-	CP052044.1	4259108	3510645	3510783	85	140	0
scaffold_32	471417	2675	10327	+	CP052044.1	4259108	3510645	3518383	184	7771	0
scaffold_70	181850	30507	37993	-	CP052044.1	4259108	3510988	3518611	152	7633	0
scaffold_212	35064	7180	7318	-	CP052044.1	4259108	3518257	3518395	93	138	0
scaffold_102	100464	74917	75084	-	CP052044.1	4259108	3518257	3518424	153	167	0
scaffold_21	738175	55591	55757	-	CP052044.1	4259108	3518257	3518422	138	166	0
scaffold_144	69844	55537	55635	+	CP052044.1	4259108	3518286	3518383	59	98	0
scaffold_343	16140	2921	3061	-	CP052044.1	4259108	3518286	3518424	85	140	0
scaffold_99	104861	84858	84984	-	CP052044.1	4259108	3519280	3519406	80	126	0
scaffold_187	42170	1353	1420	+	CP052044.1	4259108	3519280	3519347	49	67	0
